"ID-Nome;Sexo;Cidade/Estado;Nascimento;Data de adesão;Tipo;Ultima_compra;Forma_Pagamento;Valor_Gasto"
"645-Maria Silveira;Feminino;Nova Brasilândia D'Oeste/RO;15/01/1986;08/08/2022;B;19/08/2022;PIX;3803"
"646-Gabriela Azevedo;Feminino;Parecis/RO;17/10/1991;15/08/2022;C;15/08/2022;PARCELADO;789"
"647-Vítor Barbosa;Masculino;Rio Crespo/RO;21/04/1955;08/07/2022;;01/08/2022;PARCELADO;3803"
"648-Guilherme Cunha;Masculino;Machadinho D'Oeste/RO;22/03/1973;20/08/2022;B;16/09/2022;PARCELADO;5150"
"649-Manuela Campos;Feminino;Nova Mamoré/RO;06/12/2000;12/08/2022;C;22/08/2022;PARCELADO;1182"
"650-Guilherme Nascimento;Masculino;Presidente Médici/RO;21/07/1999;01/07/2022;C;22/07/2022;BOLETO;8899"
"651-Bruno Lima;Masculino;Rolim de Moura/RO;15/10/1990;26/08/2022;C;03/09/2022;BOLETO;3803"
"652-Gabriela Mata;Feminino;Nova União/RO;25/06/1990;21/08/2022;C;08/09/2022;PIX;2622"
"653-Raul Alves;Masculino;Seringueiras/RO;28/05/1965;30/07/2022;C;05/08/2022;PARCELADO;6235"
"654-Pietro Cardoso;Masculino;Teixeirópolis/RO;16/05/2000;21/08/2022;C;29/09/2022;CARTÃO DE DÉBITO;789"
"655-Nathan Araújo;Masculino;Cujubim/RO;29/08/1973;14/07/2022;C;27/07/2022;PARCELADO;789"
"656-Pietro Campos;Masculino;Pimenteiras do Oeste/RO;14/11/1997;10/08/2022;C;19/09/2022;PARCELADO;1492"
"657-Manuela Coelho;Feminino;Nova Mamoré/RO;05/09/1983;20/07/2022;A;09/08/2022;BOLETO;789"
"658-Caio Ferreira;Masculino;Alto Paraíso/RO;21/04/1958;30/08/2022;C;29/09/2022;BOLETO;2054"
"659-Theo Coelho;Masculino;Urupá/RO;26/10/1960;16/07/2022;C;22/09/2022;PARCELADO;2622"
"660-Thales Moraes;Masculino;Novo Horizonte do Oeste/RO;30/06/1987;09/08/2022;C;26/08/2022;PARCELADO;8899"
"661-Manuela Ferreira;Feminino;Alta Floresta D'Oeste/RO;21/06/1995;16/07/2022;C;20/07/2022;CARTÃO DE DÉBITO;1182"
"662-Rafael Rocha;Masculino;Nova Mamoré/RO;21/01/1993;29/07/2022;C;24/08/2022;PIX;789"
"663-Rodrigo Alves;Masculino;Primavera de Rondônia/RO;25/11/1974;08/08/2022;C;04/09/2022;BOLETO;6235"
"664-Guilherme Santos;Masculino;Rolim de Moura/RO;16/11/1958;09/08/2022;B;18/09/2022;PARCELADO;3803"
"665-Rodrigo Pereira;Masculino;Colorado do Oeste/RO;10/07/1992;28/08/2022;C;30/08/2022;BOLETO;2054"
"666-Lucca Castro;Masculino;Seringueiras/RO;04/04/1997;27/08/2022;B;15/09/2022;PARCELADO;6235"
"667-Priscila Duarte;Feminino;Mirante da Serra/RO;06/11/1983;12/07/2022;B;09/08/2022;PIX;1048"
"668-Carolina Pires;Feminino;Cujubim/RO;20/09/1993;04/07/2022;C;13/08/2022;PIX;8899"
"669-Sophia Rocha;Feminino;São Francisco do Guaporé/RO;04/06/1982;26/08/2022;C;05/09/2022;PIX;5150"
"670-Carolina Santos;Feminino;Alvorada D'Oeste/RO;26/09/1988;04/07/2022;C;22/07/2022;BOLETO;2054"
"671-Letícia Pires;Feminino;Santa Luzia D'Oeste/RO;27/08/1991;09/07/2022;B;27/08/2022;CARTÃO DE CRÉDITO;3803"
"672-Lucas Costa;Masculino;Chupinguaia/RO;21/07/1988;15/08/2022;A;20/09/2022;PARCELADO;3180"
"673-Arthur Barbosa;Masculino;Espigão D'Oeste/RO;29/11/2001;09/07/2022;;06/08/2022;PARCELADO;1556"
"674-João Guilherme Correia;Masculino;Nova União/RO;27/02/1972;05/08/2022;B;16/09/2022;PIX;789"
"675-Felipe Moreira;Masculino;Seringueiras/RO;09/10/1984;06/07/2022;C;09/09/2022;PIX;6235"
"676-Daniela Barbosa;Feminino;Cacaulândia/RO;09/07/1976;22/08/2022;A;19/09/2022;PARCELADO;2622"
"677-Fernanda Ramos;Feminino;São Felipe D'Oeste/RO;06/03/1996;29/07/2022;A;08/08/2022;BOLETO;3180"
"678-Larissa Freitas;Feminino;Cujubim/RO;23/01/1964;26/08/2022;;18/09/2022;PIX;6235"
"679-Rafael Rezende;Masculino;Guajará-Mirim/RO;29/04/1967;24/08/2022;C;02/09/2022;CARTÃO DE DÉBITO;7480"
"680-Aline Ribeiro;Feminino;Presidente Médici/RO;31/03/1975;20/07/2022;B;10/08/2022;CARTÃO DE CRÉDITO;8899"
"681-Pedro Carvalho;Masculino;Parecis/RO;22/05/1963;07/08/2022;C;21/08/2022;CARTÃO DE CRÉDITO;6235"
"682-Daniel Carvalho;Masculino;Porto Velho/RO;22/08/1967;26/08/2022;C;05/09/2022;PARCELADO;3803"
"683-Letícia Lima;Feminino;Parecis/RO;24/02/1966;02/08/2022;B;23/08/2022;PIX;1182"
"684-Pedro Pires;Masculino;São Francisco do Guaporé/RO;19/12/1991;05/08/2022;C;17/08/2022;CARTÃO DE CRÉDITO;1492"
"685-Patrícia Azevedo;Feminino;Vale do Anari/RO;15/08/2001;04/08/2022;A;29/09/2022;CARTÃO DE CRÉDITO;8899"
"686-Isabela Carvalho;Feminino;Colorado do Oeste/RO;03/06/1975;24/07/2022;C;15/08/2022;PARCELADO;8899"
"687-Lucca Ramos;Masculino;Alvorada D'Oeste/RO;17/09/1979;09/07/2022;A;24/07/2022;BOLETO;6235"
"688-Caio Teixeira;Masculino;Rio Crespo/RO;23/12/2003;07/08/2022;B;04/09/2022;CARTÃO DE CRÉDITO;1048"
"689-Pedro Carvalho;Masculino;Santa Luzia D'Oeste/RO;13/10/1966;22/07/2022;C;21/09/2022;PARCELADO;1492"
"690-Bruno Moreira;Masculino;Nova Mamoré/RO;16/05/1969;15/07/2022;C;11/09/2022;BOLETO;789"
"691-Theo Lima;Masculino;Jaru/RO;13/01/1978;03/08/2022;C;31/08/2022;PARCELADO;789"
"692-Felipe Lima;Masculino;Alvorada D'Oeste/RO;24/03/1970;14/07/2022;B;26/09/2022;CARTÃO DE CRÉDITO;1182"
"693-João Guilherme Rocha;Masculino;Pimenteiras do Oeste/RO;02/02/1983;24/07/2022;C;31/07/2022;BOLETO;3180"
"694-Isabela Araújo;Feminino;Colorado do Oeste/RO;06/08/1992;20/07/2022;C;14/09/2022;CARTÃO DE CRÉDITO;3180"
"695-Guilherme Costa;Masculino;Jaru/RO;12/10/1967;02/07/2022;C;17/07/2022;PARCELADO;2054"
"696-Nathan Azevedo;Masculino;Alvorada D'Oeste/RO;06/04/1998;18/08/2022;B;12/09/2022;BOLETO;1556"
"697-Fernanda Campos;Feminino;Parecis/RO;03/04/1994;08/07/2022;C;13/09/2022;PARCELADO;7480"
"698-Daniela Campos;Feminino;Nova União/RO;11/02/1967;06/07/2022;C;12/07/2022;CARTÃO DE CRÉDITO;6235"
"699-Rafael Fonseca;Masculino;Cabixi/RO;04/10/1992;31/07/2022;C;29/09/2022;CARTÃO DE CRÉDITO;7480"
"700-Vitória Oliveira;Feminino;Vale do Anari/RO;02/08/2001;12/08/2022;C;15/08/2022;PARCELADO;1492"
"701-Nathan Coelho;Masculino;Machadinho D'Oeste/RO;20/03/1983;31/07/2022;A;02/09/2022;PARCELADO;1048"
"702-Matheus Ramos;Masculino;Guajará-Mirim/RO;28/04/1989;28/07/2022;;16/09/2022;PARCELADO;3180"
"703-Manuela Mendes;Feminino;Alto Alegre dos Parecis/RO;19/08/1990;17/07/2022;C;20/09/2022;PARCELADO;6235"
"704-Vitória Alves;Feminino;Seringueiras/RO;13/08/1971;29/07/2022;C;12/09/2022;PIX;2622"
"705-Felipe Cunha;Masculino;Itapuã do Oeste/RO;20/03/1973;02/08/2022;;25/08/2022;CARTÃO DE DÉBITO;1182"
"706-Lucas Souza;Masculino;Santa Luzia D'Oeste/RO;04/04/1980;09/07/2022;B;26/07/2022;PARCELADO;1182"
"707-Daniela Araújo;Feminino;São Felipe D'Oeste/RO;16/05/1963;02/07/2022;C;07/08/2022;PIX;1048"
"708-Laura Mendes;Feminino;Candeias do Jamari/RO;06/11/1983;06/08/2022;A;28/09/2022;PARCELADO;8899"
"709-Manuela Coelho;Feminino;Cerejeiras/RO;12/12/1970;13/08/2022;C;20/09/2022;BOLETO;1048"
"710-Sophia Barbosa;Feminino;Theobroma/RO;12/11/1986;17/08/2022;C;08/09/2022;PARCELADO;8899"
"711-Helena Oliveira;Feminino;Corumbiara/RO;29/10/1976;24/08/2022;A;22/09/2022;PIX;1182"
"712-Helena Monteiro;Feminino;Pimenteiras do Oeste/RO;25/07/1966;20/07/2022;C;16/09/2022;CARTÃO DE DÉBITO;1048"
"713-Joaquim Silveira;Masculino;Alto Alegre dos Parecis/RO;16/04/1996;04/07/2022;B;24/08/2022;PARCELADO;1048"
"714-Bruna Ribeiro;Feminino;Mirante da Serra/RO;09/12/1970;22/07/2022;C;18/08/2022;CARTÃO DE DÉBITO;1556"
"715-Valentina Ferreira;Feminino;São Francisco do Guaporé/RO;27/07/1958;09/08/2022;C;04/09/2022;PARCELADO;1556"
"716-Cauã Rezende;Masculino;Cerejeiras/RO;23/04/2001;14/08/2022;B;17/09/2022;PARCELADO;789"
"717-Nicolas Gomes;Masculino;Castanheiras/RO;04/08/1976;16/07/2022;C;05/09/2022;PARCELADO;6235"
"718-Diego Monteiro;Masculino;Vale do Paraíso/RO;23/07/1980;02/08/2022;A;15/09/2022;CARTÃO DE DÉBITO;3180"
"719-Daniela Gomes;Feminino;Governador Jorge Teixeira/RO;27/08/1985;29/07/2022;C;24/08/2022;BOLETO;7480"
"720-Carolina Martins;Feminino;Alto Paraíso/RO;03/08/1971;15/08/2022;A;26/09/2022;PARCELADO;5150"
"721-André Castro;Masculino;Campo Novo de Rondônia/RO;10/04/1978;08/07/2022;B;26/09/2022;PARCELADO;8899"
"722-Alice Carvalho;Feminino;Mirante da Serra/RO;09/02/1988;11/07/2022;C;13/08/2022;BOLETO;1620"
"723-Mariana Sales;Feminino;Candeias do Jamari/RO;05/06/1995;17/08/2022;B;21/09/2022;PARCELADO;7480"
"724-Vitória Sales;Feminino;Novo Horizonte do Oeste/RO;28/02/1961;10/07/2022;B;03/09/2022;PARCELADO;3180"
"725-Danilo Correia;Masculino;Novo Horizonte do Oeste/RO;19/05/1970;09/07/2022;C;19/08/2022;PARCELADO;5150"
"726-André Freitas;Masculino;Alvorada D'Oeste/RO;31/01/1977;24/07/2022;C;13/08/2022;PARCELADO;6235"
"727-Rafael Nascimento;Masculino;Costa Marques/RO;29/05/2003;22/08/2022;C;16/09/2022;PARCELADO;3180"
"728-Diego Oliveira;Masculino;Theobroma/RO;08/01/1987;24/07/2022;;02/09/2022;PIX;8899"
"729-Nicolas Fonseca;Masculino;Urupá/RO;25/09/1960;09/08/2022;C;14/09/2022;BOLETO;5150"
"730-Theo Barbosa;Masculino;Guajará-Mirim/RO;20/02/1969;01/07/2022;B;10/08/2022;PIX;3803"
"731-Vítor Batista;Masculino;Urupá/RO;15/05/1988;26/07/2022;C;28/09/2022;PARCELADO;5150"
"732-Bryan Fonseca;Masculino;Itapuã do Oeste/RO;16/11/1996;28/07/2022;;08/08/2022;CARTÃO DE CRÉDITO;3803"
"733-Bruno Lima;Masculino;Buritis/RO;27/10/1974;11/07/2022;A;22/08/2022;CARTÃO DE DÉBITO;7480"
"734-Rafael Freitas;Masculino;Cabixi/RO;27/10/1993;19/08/2022;A;15/09/2022;PARCELADO;789"
"735-Vinícius Teixeira;Masculino;Vale do Anari/RO;13/02/1982;22/07/2022;C;03/08/2022;PARCELADO;8899"
"736-Cauã Ribeiro;Masculino;Cujubim/RO;21/12/1963;13/07/2022;A;17/07/2022;PARCELADO;6235"
"737-João Felipe Cunha;Masculino;Santa Luzia D'Oeste/RO;24/07/1966;21/07/2022;;25/09/2022;PIX;2054"
"738-Sophia Castro;Feminino;Machadinho D'Oeste/RO;03/02/1978;28/08/2022;C;30/09/2022;PARCELADO;6235"
"739-Bruna Azevedo;Feminino;Itapuã do Oeste/RO;08/04/2001;11/07/2022;C;21/09/2022;PARCELADO;1048"
"740-Vítor Moraes;Masculino;Machadinho D'Oeste/RO;11/07/1977;31/08/2022;C;10/09/2022;CARTÃO DE CRÉDITO;2054"
"741-Bruno Silveira;Masculino;Rolim de Moura/RO;27/03/1971;10/07/2022;C;19/09/2022;CARTÃO DE DÉBITO;6235"
"742-Nicolas Barbosa;Masculino;Teixeirópolis/RO;07/03/1989;07/07/2022;C;25/09/2022;PARCELADO;1492"
"743-Nathan Souza;Masculino;Espigão D'Oeste/RO;28/02/1973;09/08/2022;C;13/08/2022;PARCELADO;4618"
"744-Juliana Souza;Feminino;Machadinho D'Oeste/RO;30/11/1999;18/08/2022;;29/09/2022;PARCELADO;1182"
"745-Miguel Barbosa;Masculino;Cabixi/RO;03/04/1976;16/08/2022;C;21/09/2022;PARCELADO;789"
"746-João Felipe Moraes;Masculino;Campo Novo de Rondônia/RO;20/08/2001;12/08/2022;A;20/08/2022;CARTÃO DE CRÉDITO;1048"
"747-Leonardo Monteiro;Masculino;Pimenta Bueno/RO;24/04/2001;06/08/2022;A;24/08/2022;CARTÃO DE CRÉDITO;2054"
"748-Arthur Nascimento;Masculino;Theobroma/RO;16/09/1973;01/07/2022;C;24/09/2022;PARCELADO;3803"
"749-Amanda Gomes;Feminino;Ariquemes/RO;27/09/1955;18/08/2022;C;25/09/2022;CARTÃO DE CRÉDITO;1182"
"750-Bruna Martins;Feminino;Mirante da Serra/RO;03/03/1999;07/07/2022;;08/09/2022;PIX;1048"
"751-André Vieira;Masculino;Pimenta Bueno/RO;01/08/1961;28/08/2022;C;20/09/2022;PARCELADO;7480"
"752-Gustavo Machado;Masculino;Nova Mamoré/RO;01/01/1955;15/08/2022;B;01/09/2022;BOLETO;789"
"753-Raul Correia;Masculino;São Felipe D'Oeste/RO;14/09/1957;05/07/2022;C;03/09/2022;BOLETO;1182"
"754-Eduardo Barbosa;Masculino;Cujubim/RO;17/11/2003;02/07/2022;C;30/07/2022;PARCELADO;2054"
"755-Rafael Castro;Masculino;Nova Brasilândia D'Oeste/RO;25/06/1975;08/08/2022;C;20/08/2022;PIX;4618"
"756-Pietro Cardoso;Masculino;Mirante da Serra/RO;10/07/1976;13/08/2022;B;19/09/2022;CARTÃO DE CRÉDITO;789"
"757-João Guilherme Teixeira;Masculino;Cacoal/RO;19/07/1992;17/08/2022;A;17/08/2022;PARCELADO;1620"
"758-João Lucas Moreira;Masculino;Alta Floresta D'Oeste/RO;10/02/1965;17/07/2022;C;07/09/2022;PARCELADO;1556"
"759-Alice Cunha;Feminino;Parecis/RO;03/03/1979;31/08/2022;C;17/09/2022;BOLETO;2054"
"760-Beatriz Freitas;Feminino;Chupinguaia/RO;05/03/1982;17/08/2022;C;17/09/2022;PARCELADO;1492"
"761-Fernanda Souza;Feminino;Alta Floresta D'Oeste/RO;19/04/1966;26/08/2022;A;26/08/2022;CARTÃO DE CRÉDITO;1620"
"762-Ana Campos;Feminino;Ouro Preto do Oeste/RO;11/01/1973;26/07/2022;B;23/09/2022;PARCELADO;4618"
"763-João Lucas Araújo;Masculino;Porto Velho/RO;27/05/1959;08/07/2022;C;23/09/2022;PARCELADO;1048"
"764-Lucca Freitas;Masculino;Buritis/RO;13/08/1991;22/08/2022;C;16/09/2022;PARCELADO;1048"
"765-Guilherme Alves;Masculino;Machadinho D'Oeste/RO;24/11/1999;30/07/2022;C;18/08/2022;CARTÃO DE CRÉDITO;1182"
"766-Arthur Coelho;Masculino;Cacaulândia/RO;10/02/1961;30/08/2022;C;25/09/2022;PARCELADO;789"
"767-Joaquim Pires;Masculino;São Felipe D'Oeste/RO;08/11/1973;03/08/2022;C;25/08/2022;PIX;2622"
"768-Breno Lima;Masculino;São Francisco do Guaporé/RO;27/11/1969;13/07/2022;C;24/08/2022;CARTÃO DE CRÉDITO;3803"
"769-Miguel Campos;Masculino;Porto Velho/RO;20/04/1999;18/08/2022;C;24/09/2022;PARCELADO;5150"
"770-Aline Barbosa;Feminino;Buritis/RO;29/09/1978;14/08/2022;B;30/08/2022;PARCELADO;5150"
"771-Bruno Castro;Masculino;Nova Brasilândia D'Oeste/RO;10/06/1980;28/08/2022;C;12/09/2022;BOLETO;8899"
"772-Márcia Duarte;Feminino;Costa Marques/RO;11/03/1988;13/08/2022;C;27/09/2022;PIX;8899"
"773-Felipe Pires;Masculino;Ouro Preto do Oeste/RO;26/09/1993;23/07/2022;C;12/08/2022;BOLETO;4618"
"774-Bianca Teixeira;Feminino;Guajará-Mirim/RO;13/07/1978;30/07/2022;C;14/08/2022;PIX;5150"
"775-Leonardo Pereira;Masculino;Primavera de Rondônia/RO;18/06/1959;16/07/2022;C;25/07/2022;PARCELADO;7480"
"776-Caio Teixeira;Masculino;Primavera de Rondônia/RO;18/10/1968;16/07/2022;C;29/09/2022;CARTÃO DE CRÉDITO;2054"
"777-Raul Duarte;Masculino;Rio Crespo/RO;28/12/1965;21/08/2022;C;23/08/2022;PIX;1182"
"778-Marcelo Araújo;Masculino;Jaru/RO;01/09/1988;02/08/2022;A;03/08/2022;PARCELADO;8899"
"779-Natália Pereira;Feminino;Pimenteiras do Oeste/RO;28/05/1997;25/07/2022;C;29/08/2022;PARCELADO;6235"
"780-Maria Nogueira;Feminino;Santa Luzia D'Oeste/RO;07/01/1956;31/07/2022;C;09/09/2022;PARCELADO;1492"
"781-Cristiane Costa;Feminino;Machadinho D'Oeste/RO;04/01/1956;12/08/2022;B;06/09/2022;PIX;2054"
"782-Vitória Ramos;Feminino;Primavera de Rondônia/RO;16/09/1960;31/07/2022;C;22/08/2022;PARCELADO;5150"
"783-Eduardo Batista;Masculino;Nova União/RO;07/06/1970;26/08/2022;C;27/09/2022;PARCELADO;3803"
"784-Letícia Alves;Feminino;Alto Alegre dos Parecis/RO;30/11/1994;13/08/2022;C;04/09/2022;PIX;1556"
"785-Miguel Moreira;Masculino;São Felipe D'Oeste/RO;04/02/1956;15/07/2022;B;24/09/2022;PIX;1620"
"786-João Guilherme Teixeira;Masculino;Machadinho D'Oeste/RO;27/11/1990;30/08/2022;A;11/09/2022;PARCELADO;1048"
"787-João Lucas Santos;Masculino;Vilhena/RO;01/09/1973;20/07/2022;B;24/09/2022;PARCELADO;5150"
"788-Mariana Martins;Feminino;Alto Alegre dos Parecis/RO;10/09/1974;02/08/2022;C;18/09/2022;PARCELADO;1182"
"789-Laura Azevedo;Feminino;Ouro Preto do Oeste/RO;18/01/1986;28/07/2022;B;23/08/2022;PARCELADO;4618"
"790-Theo Barbosa;Masculino;Alto Alegre dos Parecis/RO;11/02/1995;04/08/2022;B;18/08/2022;PIX;1620"
"791-Marcelo Cunha;Masculino;Vale do Paraíso/RO;11/03/1993;21/07/2022;C;22/07/2022;PIX;6235"
"792-Sabrina Batista;Feminino;São Francisco do Guaporé/RO;27/09/1958;05/08/2022;B;23/09/2022;CARTÃO DE CRÉDITO;1556"
"793-Guilherme Ferreira;Masculino;Itapuã do Oeste/RO;03/07/1985;18/08/2022;B;25/09/2022;BOLETO;4618"
"794-Vinícius Ferreira;Masculino;Primavera de Rondônia/RO;09/08/1988;01/08/2022;C;14/08/2022;CARTÃO DE DÉBITO;789"
"795-Miguel Rezende;Masculino;Jaru/RO;22/12/1970;13/08/2022;C;18/08/2022;PIX;3180"
"796-Nathan Lopes;Masculino;Nova União/RO;12/10/1962;14/07/2022;B;06/09/2022;CARTÃO DE CRÉDITO;1048"
"797-Bianca Machado;Feminino;São Felipe D'Oeste/RO;20/06/1968;31/07/2022;C;26/09/2022;PIX;1182"
"798-Diego Monteiro;Masculino;Campo Novo de Rondônia/RO;02/11/1996;14/08/2022;B;29/09/2022;BOLETO;6235"
"799-Cláudia Carvalho;Feminino;Urupá/RO;02/12/1983;03/07/2022;C;18/08/2022;CARTÃO DE CRÉDITO;1182"
"800-Márcia Oliveira;Feminino;Urupá/RO;10/05/1974;23/08/2022;C;25/08/2022;BOLETO;1620"
"801-Rafael Batista;Masculino;Rolim de Moura/RO;16/10/1993;06/07/2022;B;08/09/2022;CARTÃO DE CRÉDITO;1182"
"802-Caio Mata;Masculino;Primavera de Rondônia/RO;08/06/1969;08/07/2022;;06/09/2022;CARTÃO DE CRÉDITO;4618"
"803-Caio Araújo;Masculino;Parecis/RO;08/01/1996;29/07/2022;;13/09/2022;CARTÃO DE CRÉDITO;8899"
"804-Thales Duarte;Masculino;Theobroma/RO;29/10/1997;01/07/2022;B;13/08/2022;CARTÃO DE CRÉDITO;1620"
"805-Lucas Lima;Masculino;Cerejeiras/RO;28/12/1998;31/08/2022;;17/09/2022;PARCELADO;2622"
"806-Vitória Barbosa;Feminino;Alto Paraíso/RO;18/08/1990;08/07/2022;C;14/08/2022;PIX;1556"
"807-Gabriel Souza;Masculino;Cujubim/RO;20/06/1988;01/08/2022;C;06/09/2022;PARCELADO;8899"
"808-Mariana Oliveira;Feminino;Ministro Andreazza/RO;25/07/1994;07/07/2022;C;01/08/2022;CARTÃO DE CRÉDITO;1182"
"809-Daniela Gomes;Feminino;Ministro Andreazza/RO;10/11/1988;29/08/2022;C;27/09/2022;PARCELADO;789"
"810-Laura Cardoso;Feminino;Parecis/RO;25/06/1961;19/07/2022;B;19/07/2022;PARCELADO;3180"
"811-Bianca Lopes;Feminino;Machadinho D'Oeste/RO;07/12/1959;10/07/2022;C;01/09/2022;PARCELADO;2054"
"812-Márcia Cardoso;Feminino;Candeias do Jamari/RO;04/01/1998;14/07/2022;B;10/09/2022;PARCELADO;789"
"813-Cauã Pires;Masculino;Itapuã do Oeste/RO;15/07/2003;08/07/2022;C;02/08/2022;CARTÃO DE CRÉDITO;1048"
"814-Eduardo Ferreira;Masculino;Vilhena/RO;26/06/1996;07/07/2022;C;17/09/2022;PIX;1048"
"815-Patrícia Santos;Feminino;São Felipe D'Oeste/RO;26/12/1963;08/07/2022;A;14/07/2022;CARTÃO DE DÉBITO;5150"
"816-Henrique Silveira;Masculino;Parecis/RO;21/07/1986;10/07/2022;;28/08/2022;PARCELADO;2054"
"817-Maria Nogueira;Feminino;Teixeirópolis/RO;20/07/1963;03/08/2022;C;01/09/2022;BOLETO;4618"
"818-Bianca Nascimento;Feminino;Urupá/RO;22/03/1966;27/08/2022;C;18/09/2022;CARTÃO DE CRÉDITO;1556"
"819-Joaquim Ferreira;Masculino;Alvorada D'Oeste/RO;11/08/1988;22/08/2022;;06/09/2022;PARCELADO;6235"
"820-Raul Lima;Masculino;Cacoal/RO;19/09/1969;05/08/2022;C;29/09/2022;CARTÃO DE CRÉDITO;2054"
"821-Patrícia Mendes;Feminino;Cujubim/RO;21/11/1975;19/08/2022;C;09/09/2022;PARCELADO;8899"
"822-Bianca Costa;Feminino;Alvorada D'Oeste/RO;29/07/1971;11/08/2022;A;15/08/2022;CARTÃO DE CRÉDITO;2054"
"823-Nicolas Vieira;Masculino;Guajará-Mirim/RO;12/08/1975;02/08/2022;C;11/09/2022;PARCELADO;5150"
"824-Pedro Pereira;Masculino;Cacoal/RO;14/12/1978;21/07/2022;;19/08/2022;PARCELADO;3803"
"825-Bianca Vieira;Feminino;Urupá/RO;11/09/1997;29/07/2022;C;16/08/2022;PARCELADO;4618"
"826-André Ramos;Masculino;Ouro Preto do Oeste/RO;15/06/1959;30/07/2022;C;03/09/2022;PARCELADO;3180"
"827-Dr. Samuel Araújo;Masculino;Ariquemes/RO;30/03/1986;13/07/2022;B;07/08/2022;CARTÃO DE CRÉDITO;1182"
"828-Aline Araújo;Feminino;Colorado do Oeste/RO;22/05/1983;13/08/2022;C;04/09/2022;CARTÃO DE CRÉDITO;3180"
"829-Rafael Oliveira;Masculino;São Felipe D'Oeste/RO;04/08/1988;07/07/2022;B;28/09/2022;PARCELADO;2054"
"830-Sabrina Nascimento;Feminino;Porto Velho/RO;11/06/1988;23/08/2022;C;30/09/2022;PARCELADO;6235"
"831-Theo Pereira;Masculino;Theobroma/RO;07/02/1966;07/07/2022;C;02/08/2022;PARCELADO;1492"
"832-Camila Ribeiro;Feminino;Novo Horizonte do Oeste/RO;21/06/1988;20/08/2022;B;22/09/2022;PARCELADO;3803"
"833-João Felipe Lima;Masculino;Pimenta Bueno/RO;11/03/1966;24/08/2022;C;16/09/2022;CARTÃO DE CRÉDITO;4618"
"834-João Lucas Coelho;Masculino;Pimenta Bueno/RO;11/05/1997;02/08/2022;;15/09/2022;PIX;2622"
"835-Dr. Bruno Barbosa;Masculino;Teixeirópolis/RO;21/09/1975;24/07/2022;;18/09/2022;PARCELADO;789"
"836-Theo Silveira;Masculino;Alto Paraíso/RO;22/06/1970;13/08/2022;;23/08/2022;BOLETO;6235"
"837-Nathan Pereira;Masculino;Theobroma/RO;17/05/1994;18/07/2022;C;26/07/2022;PARCELADO;7480"
"838-Letícia Alves;Feminino;Ji-Paraná/RO;14/01/1976;15/08/2022;;10/09/2022;CARTÃO DE CRÉDITO;5150"
"839-Leonardo Moraes;Masculino;Ministro Andreazza/RO;05/04/1966;17/07/2022;C;20/08/2022;PIX;7480"
"840-Henrique Lima;Masculino;Nova Mamoré/RO;02/09/1978;07/08/2022;C;12/09/2022;PARCELADO;7480"
"841-Diego Barbosa;Masculino;Novo Horizonte do Oeste/RO;22/04/1978;10/08/2022;B;01/09/2022;BOLETO;1556"
"842-Valentina Araújo;Feminino;Jaru/RO;24/01/1994;20/07/2022;;23/07/2022;PARCELADO;1048"
"843-Leonardo Ramos;Masculino;Costa Marques/RO;31/08/1980;18/08/2022;B;20/08/2022;CARTÃO DE DÉBITO;2622"
"844-Dr. Vinícius Barbosa;Masculino;Guajará-Mirim/RO;02/03/1981;11/08/2022;C;23/08/2022;PARCELADO;1492"
"845-Gabriela Lima;Feminino;Alto Paraíso/RO;08/10/1973;05/08/2022;A;28/09/2022;PARCELADO;2054"
"846-Gabriela Pereira;Feminino;Cabixi/RO;12/12/1958;30/08/2022;C;08/09/2022;PARCELADO;1492"
"847-Breno Martins;Masculino;Candeias do Jamari/RO;03/11/1990;09/08/2022;A;01/09/2022;PARCELADO;7480"
"848-Guilherme Barbosa;Masculino;Cujubim/RO;25/11/1981;01/07/2022;C;12/08/2022;PARCELADO;1492"
"849-Márcia Mendes;Feminino;Cujubim/RO;05/01/1962;26/07/2022;C;24/08/2022;CARTÃO DE DÉBITO;1048"
"850-Natália Ribeiro;Feminino;Monte Negro/RO;17/09/1960;26/08/2022;B;31/08/2022;PIX;3803"
"851-Danilo Vieira;Masculino;Rio Crespo/RO;01/10/1989;19/07/2022;C;12/08/2022;PARCELADO;5150"
"852-Beatriz Souza;Feminino;Novo Horizonte do Oeste/RO;28/10/2000;23/08/2022;A;21/09/2022;BOLETO;3180"
"853-Ana Martins;Feminino;Mirante da Serra/RO;28/07/1992;06/07/2022;C;08/09/2022;PARCELADO;3180"
"854-Nathan Silveira;Masculino;Cacoal/RO;21/03/1955;22/08/2022;C;04/09/2022;PARCELADO;3180"
"855-Thales Araújo;Masculino;Corumbiara/RO;03/11/1969;15/07/2022;C;13/08/2022;CARTÃO DE DÉBITO;3180"
"856-Henrique Azevedo;Masculino;Alto Paraíso/RO;08/10/1993;13/08/2022;B;06/09/2022;PARCELADO;7480"
"857-Helena Alves;Feminino;Theobroma/RO;15/01/1992;31/08/2022;B;16/09/2022;CARTÃO DE CRÉDITO;5150"
"858-Vitória Coelho;Feminino;Castanheiras/RO;01/03/1965;18/07/2022;;08/08/2022;CARTÃO DE CRÉDITO;1556"
"859-Luana Moreira;Feminino;Alta Floresta D'Oeste/RO;11/09/1957;10/07/2022;;05/09/2022;CARTÃO DE DÉBITO;5150"
